$ I_{BQ1} $(uA),$ I_{BQ1} $(mA),$ V_{CEQ1} $(V),$ I_{BQ2} $(uA),$ I_{BQ2} $(mA),$ V_{CEQ2} $(V)
10.73942,1.53863,2.67853,10.85571,1.55686,2.64787
