$ I_{BQ} $(uA),$ I_{CQ} $(mA),$ V_{CEQ} $(V),恒流源$ I_o $(mA),$ A_{VD} $,$ A_{VD1} $,$ A_{VC} $,$ A_{VC1} $
3.69651,0.80874556,1.90513,1.62488,-290.4,158.3,-2.64e-12,0.002
